"doc_id","title","cite","keywords"
"Paper_56675","estimation TIME_to pregnancy from current durations in a cross_sectional sample","64","['cross-sectional study', 'historically prospective study', 'nonparametric maximum likelihood', 'renewal process', 'retrospective study', 'time-to-pregnancy']"
"Paper_56678","model_selection and parameter_estimation for dynamic epidemic model via iterated filtering: application to rotavirus in Germany","12","['Iterated filtering', 'Model selection', 'Parameter inference', 'Partially observed Markov process', 'Rotavirus surveillance data', 'Seasonal age-stratified SIRS model']"
"Paper_56681","Missing covariates in competing risks analysis","16","['Competing risks', 'Missing covariates', 'Missing at random', 'Multiple imputation']"
"Paper_56685","Estimation and selection of complex covariate_effects in pooled nested case_control studies with heterogeneity","5","[""Cox's proportional_hazards model"", 'Group penalty', 'Heterogeneity', 'Nested case-control sampling', 'Ovarian cancer', 'Pooled studies', 'Shrinkage estimation']"
"Paper_56689","Development and validation of a dynamic prognostic tool for prostate cancer recurrence using repeated measures of posttreatment PSA: a joint model ing approach","116","['Error of prediction', 'Joint latent class model', 'Mixed model', 'Posterior probability', 'Predictive accuracy', 'Prostate cancer prognosis']"
"Paper_56704","parallel_repulsive logic regression with biological adjacency","1","['Biological adjacency', 'Childhood cancer', 'Genome-wide association studies', 'Logic regression', 'Repulsive force', 'Simulated annealing']"
"Paper_56713","Collaborative regression","28","['Convex optimization', 'Copy number variation', 'Lasso', 'Multiple canonical correlation analysis', 'Multiple modalities', 'Sparsity']"
"Paper_56728","A Bayesian forecasting model : predicting US male mortality","68","['Bayesian prediction', 'Lee-Carter method', 'missing data', 'mortality forecasting', 'state-space model']"
"Paper_56738","Bayesian inference of networks across multiple sample groups and data types","2","['Bayesian inference', 'Chronic obstructive pulmonary disease (COPD)', 'Data integration', 'Gaussian graphical model', 'Markov random field prior', 'Spike and slab prior']"
"Paper_56744","method for handling longitudinal outcome_process truncated by dropout and death","13","['Discrete-time independent censoring', 'Dropout', 'Generalized estimating equation', 'Imputation', 'Longitudinal data', 'Missing at random', 'Partly conditional inference']"
"Paper_56754","A penalized matrix decomposition, with applications to sparse principal components and canonical correlation analysis","819","['Canonical correlation analysis', 'DNA copy number', 'Integrative genomic analysis', 'L-1', 'Matrix decomposition', 'Principal component analysis', 'Sparse principal component analysis', 'SVD']"
"Paper_56757","Insights into Latent_class analysis of diagnostic test performance","118","['errors in variables', 'factor analysis', 'imperfect reference test', 'item response theory', 'latent variables', 'sensitivity', 'specificity']"
"Paper_56759","survival_ensembles","384","['censoring', 'cross-validation', 'ensemble methods', 'IPC weights', 'loss function', 'prediction', 'prognostic factors', 'survival analysis']"
"Paper_56763","general_growth mixture model ing for randomized preventive interventions","305","['growth modeling', 'latent variables', 'maximum likelihood', 'randomized trials', 'trajectory classes', 'treatment-baseline interaction']"
"Paper_56776","Boundary_detection in disease mapping studies","37","['Boundary detection', 'Conditional autoregressive models', 'Disease mapping', 'Spatial correlation']"
"Paper_56809","Analysis of randomized comparative clinical trial data for personalized treatment selections","131","['Cross-validation', 'HIV infection', 'Non-parametric function estimation', 'Personalized medicine', 'Subgroup analysis']"
"Paper_56820","Exploration, normalization, and summaries of high_density oligonucleotide array probe level data","8169","[]"
"Paper_56824","A hidden Markov model addressing measurement_errors in the response and replicated covariates for continuous_nondecreasing_process","2","['Bayesian methods', 'Measurement error', 'Nondecreasing process', ""Parkinson's disease"", 'Replicated measurements', 'Voice features']"
"Paper_56881","Circular binary segmentation for the analysis of array_based DNA copy number data","1503","['array CGH', 'binary segmentation', 'change-point', 'ROMA']"
"Paper_56886","Hypothesis testing in semiparametric additive mixed model","103","['equivalence test', 'goodness of fit', 'longitudinal data', 'mixed models', 'nonparametric regression', 'polynomial test', 'score test', 'variance components']"
"Paper_56920","A nonparametric test for the association between longitudinal covariates and censored survival_data","45","['Interval-censored data', 'Log-rank test', 'Longitudinal data analysis', 'Nonparametric maximum likelihood estimator', 'Permutation test', 'Right-censored data']"
"Paper_56957","Sensitivity analysis for trend tests: application to the risk of radiation exposure","33","['omitted variable', 'sensitivity analysis', 'trend test']"
"Paper_56960","Power analysis in a SMART_design: sample size_ESTIMATION for determining the best_embedded dynamic treatment regime","9","['Embedded dynamic treatment regime (EDTR)', 'Monte Carlo', 'Multiple comparisons with the best', 'Power', 'Sample size', 'Sequential multiple assignment randomized trial (SMART)']"
"Paper_56961","Subdistribution hazard_model for competing risks in discrete time","16","['Competing risks', 'Discrete time-to-event data', 'Regression modeling', 'Subdistribution hazard', 'Survival analysis']"
"Paper_56965","Guided Bayesian imputation to adjust for confounding when combining heterogeneous data sources in comparative_effectiveness research","6","['Bayesian data augmentation', 'Model averaging', 'Missing data', 'Bayesian adjustment for confounding', 'Confounder selection']"
"Paper_56966","Bayesian non_parametric inference for stochastic epidemic model using Gaussian_process","13","['Bayesian non-parametrics', 'Epidemic model', 'Gaussian process', 'SIR model']"
"Paper_56971","Shape outlier_detection and visualization for functional data: the outliergram","57","['Depth for functional data', 'Outlier visualization', 'Robust estimation', 'Time course microarray data']"
"Paper_56976","Capturing the time_varying drivers of an epidemic using stochastic dynamical systems","45","['Bayesian inference', 'Particle MCMC', 'Population epidemic model', 'Time-varying parameters']"
"Paper_56983","Integrative analysis and variable_selection with multiple high_dimensional data sets","32","['High-dimensional data', 'Integrative analysis', '2-norm group bridge']"
"Paper_56987","A Bayesian mixture model ing approach for public health surveillance","2","['Bayesian hierarchical analysis', 'Mixture modeling', 'Public health surveillance', 'Road traffic accidents', 'Small-area detection', 'Spatio-temporal modeling']"
"Paper_57005","Copula_based semiparametric regression method for bivariate data under general_interval censoring","8","['Bivariate', 'Copula', 'GWAS', 'Interval-censored', 'Semiparametric', 'Sieve']"
"Paper_57025","A two_component model for counts of infectious diseases","51","['Bayesian changepoint model', 'epidemic modeling', 'reversible jump Markov chain Monte Carlo', 'surveillance data']"
"Paper_57033","Spatially varying age_period_cohort analysis with application to US mortality, 2002_2016","1","['Age-period-cohort', 'Bayesian analysis', 'Hierarchical models', 'Multivariate CAR', 'Spatially varying coefficients', 'Statistical methods in epidemiology']"
"Paper_57034","Are clusterings of multiple data views independent?","4","['Data integration', 'Hypothesis testing', 'Model-based clustering', 'Multiple-view data']"
"Paper_57042","Bayesian kernel machine regression for estimation the health_effects of multi_pollutant mixtures","301","['Air pollution', 'Bayesian variable selection', 'Environmental health', 'Gaussian process regression', 'Metal mixtures']"
"Paper_57056","The competing risks illness_death model under cross_sectional sampling","9","['Biased data', 'Cumulative incidence', 'Disability model', 'Nosocomial infection', 'Prevalence', 'Truncation']"
"Paper_57064","Spatio_temporal model ing of localized brain activity","29","['cluster analysis', 'fMRI', 'hierarchical model', 'neuroimaging', 'PET', 'random effects', 'spatial autoregressive model']"
"Paper_57065","Directly parameterized regression conditioning on being alive: analysis of longitudinal data truncated by deaths","80","['binary longitudinal data', 'censoring', 'dropout', 'missing data']"
"Paper_57071","A novel calibration framework for survival_analysis when a binary covariate is measured at sparse TIME_points","2","['Interval censoring', 'Last-value-carried-forward', 'Missing data', 'Proportional hazard']"
"Paper_57081","Evaluating prognostic accuracy of biomarkers in nested case_control studies","43","['Inverse probability weighting', 'Nested case-control study', 'Time-dependent accuracy']"
"Paper_57095","Detecting differential gene_expression with a semiparametric hierarchical mixture method","386","['empirical Bayes', 'false discovery rate', 'microarrays', 'ordered alternatives', 'posterior probability', 'statistical analysis']"
"Paper_57099","A fast_divide_and_conquer sparse cox_regression","5","['Cox proportional_hazards model', 'Distributed learning', 'Divide-and-conquer', 'Least square approximation', 'Shrinkage estimation', 'Variable selection']"
"Paper_57101","Hybrid principal components analysis for region_referenced longitudinal functional EEG data","5","['Electroencephalography', 'Functional data analysis', 'Marginal covariances', 'Product functional principal components decomposition', 'Spectral principal components decomposition']"
"Paper_57102","Adjusting for unmeasured spatial confounding with distance adjusted propensity score matching","10","['Propensity score matching', 'Spatial confounding', 'Unobserved confounding']"
"Paper_57106","Canonical variate regression","12","['Canonical correlation analysis', 'Integrative analysis', 'Reduced-rank regression', 'Supervised learning']"
"Paper_57109","Quantifying the lifeTIME_circadian rhythm of physical activity: a covariate_dependent functional approach","41","['Accelerometer', 'Bivariate smoothing', 'Covariance', 'Sandwich smoother', 'Trivariate smoothing']"
"Paper_57132","Semi_parametric ROC regression analysis with placement values","37","['diagnostic accuracy', 'estimating equation', 'semi-parametric transformation model', 'U-process']"
"Paper_57133","Combining biomarkers to detect disease with application to prostate cancer","70","['AUC', 'classification', 'logic regression', 'ROC']"
"Paper_57134","Generalized_common spatial factor model","99","['Bayesian', 'deviance information criterion', 'factor analysis', 'latent', 'Markov chain Monte Carlo (MCMC)']"
"Paper_57136","Proper multivariate conditional_autoregressive_model for spatial data analysis","269","['gene frequencies', 'hierarchical model', 'Markov chain Monte Carlo simulation', 'model choice', 'nutritional indicators', 'spatial regression parameter']"
"Paper_57142","Dependent Generalized_Dirichlet_process priors for the analysis of acute lymphoblastic leukemia","3","['Bayesian nonparametrics', 'Beta regression', 'Dependent random probability measures', 'Generalized Dirichlet process', 'Stick-breaking processes']"
"Paper_57144","Adding experimental arms to platform clinical trials: randomization procedures and interim analyses","10","['Bootstrap', 'Multi-arm clinical trials', 'Outcome-adaptive randomization', 'Platform trials']"
"Paper_57146","Sieve_ESTIMATION in a Markov illness_death_process under dual censoring","7","['Cox model', 'Interval censoring', 'Method of sieves', 'Profile likelihood', 'Progression-free survival']"
"Paper_57151","Diagnostic method for uncovering outcome dependent visit_process","2","['Bias', 'Informative visit process', 'Maximum likelihood', 'Missing not at random']"
"Paper_57162","Characterizing expected benefits of biomarkers in treatment selection","7","['Adaptive bootstrap', 'Biomarker', 'Expected benefit', 'Potential outcomes', 'Treatment selection']"
"Paper_57163","High_dimensional, massive sample_size cox_proportional hazard regression for survival_analysis","20","['Big data', 'Cox proportional_hazards', 'Regularized regression', 'Survival analysis']"
"Paper_57173","Identification of SNP interactions using logic regression","95","['feature selection', 'GENICA', 'single nucleotide polymorphism', 'variable importance measure']"
"Paper_57177","Sensitivity analysis of longitudinal binary data with non_monotone missing_values","15","['binary data', 'EM', 'ignorance', 'longitudinal study', 'missing', 'multiple imputation', 'non-monotone', 'sensitivity analysis', 'uncertainty']"
"Paper_57184","Better_than_chance classification for signal_detection","3","['High dimension', 'Multivariate testing', 'Neuroimaging', 'Statistical genetics', 'Supervised learning']"
"Paper_57185","Estimation of high_dimensional directed acyclic graphs with surrogate intervention","43","['Directed acyclic graphs', 'eQTL', 'Surrogate intervention']"
"Paper_57187","Bayesian variable_selection for multivariate zero_inflated model : Application to microbiome count data","2","['Bayesian variable selection', 'Markov chain Monte Carlo', 'Microbiome sequencing data', 'Multivariate analysis', 'Zero-inflated models']"
"Paper_57201","The analysis of heterogeneous TIME_trends in multivariate age_period_cohort model","25","['Heterogeneous time trends', 'Identifiability', 'Multivariate age-period-cohort model', 'Relative risk', 'Smoothing', 'Overdispersion']"
"Paper_57205","Distribution_free ROC analysis using binary regression techniques","130","['biomarkers', 'classification', 'diagnostic tests', 'prediction', 'ROC analysis', 'sensitivity', 'specificity']"
"Paper_57352","Efficient_ESTIMATION and robust Inference ofLinearRegression model in the Presence of Heteroscedastic_errors and high_Leverage Points","11","['Adaptive estimator', 'Adaptive heteroscedasticity-consistent interval estimator', 'Estimated weighted least squares', 'Heteroscedasticity consistent interval estimator', 'Null rejection rate', 'Size distortion']"
"Paper_57434","Performance of some new_Ridge_Regression_ESTIMATOR","332","['MSE', 'ridge regression', 'signal-to-noise', 'simulation study']"
"Paper_57458","Rescaling bootstrap technique for variance_ESTIMATION for ranked set sample in finite population","2","['Ranked set sampling', 'Rescaling bootstrap', 'Strata based rescaling bootstrap', 'Cluster based rescaling bootstrap']"
"Paper_57762","A first_order integer_valued autoregressive_process with zero_modified Poisson_Lindley distributed innovations","1","['Binomial thinning operator', 'INAR(1) process', 'Poisson Lindley distribution', 'Zero-modified Poisson-Lindley distribution']"
"Paper_57805","mcmc Bayesian_ESTIMATION in FIEGARCH model","1","['Bayesian inference', 'FIEGARCH processes', 'Long-range dependence', 'MCMC', '62F15', '62M10']"
"Paper_57908","A test of independence based on the likelihood of cut_points","3","['bootstrap', 'copula', 'correlation', 'dependence', 'distribution function']"
"Paper_57925","Two_sample multivariate test for high_dimensional data when one covariance matrix is unknown","16","['Block diagonal matrix', 'High-dimensional data', 'One-sided multivariate test', 'Two-sample multivariate test']"
"Paper_57939","estimation Box_cox_power transformation parameter via goodness_of_fit tests","26","['Artificial covariate', 'Data transformation', 'Normality tests', 'Searching algorithms', 'Statistical software']"
"Paper_57988","On the James_Stein_ESTIMATOR for the poisson regression model","16","['Maximum likelihood estimation', 'Multicollinearity', 'Poisson James-Stein estimator', 'Poisson regression model']"
"Paper_58036","Rescaled bootstrap confidence_interval for the population variance in the presence of outliers or spikes in the_distribution of a variable of interest","1","['Coverage rate', 'Finite population', 'Missing data', 'Normal distribution']"
"Paper_58039","Effects of weak_identification on the MD_ESTIMATOR in dynamic stochastic general_equilibrium model","31","['DSGE model', 'minimum distance approach', 'best asymptotically normal estimation']"
"Paper_58237","A comparison of method for clustering longitudinal data with slowly changing trends","2","['Group-based trajectory modeling', 'Growth mixture modeling', 'Intensive longitudinal data', 'Latent-class trajectory modeling', 'Longitudinal clustering', 'Simulation study']"
"Paper_58245","New ridge_ESTIMATOR in the inverse Gaussian regression: monte_carlo simulation and application to chemical data","20","['Inverse Gaussian ridge regression', 'Mean square error', 'Monte Carlo simulation', 'Multicollinearity', 'ridge estimators']"
"Paper_58435","A Simulation Study on Some Restricted Ridge_Regression_ESTIMATOR","16","['Estimator', 'MSE', 'Restricted', 'Ridge regression', 'Simulation study', '62J05', '62J07', '62F10']"
"Paper_58454","Areal prediction of survey data using Bayesian spatial generalised linear model","48","['Bayesian inference', 'areal prediction', 'survey data']"
"Paper_58476","Penalized power approach to compare the power of the test when type_I_error probabilities are different","6","['Adjusted power', 'Corrected power', 'Intrinsic power', 'Unequal Type I error', 'Monte-Carlo']"
"Paper_58497","Optimum critical value for pre_test_ESTIMATOR","29","['chi square distribution', 'dominance', 'guaranteed efficiency', 'linear regression', 'preliminary test', 'quadratic risk']"
"Paper_58532","An outlier_detection scheme for dynamical sequential datasets","2","['Data mining', 'Dynamical sequential dataset', 'Dynamical sequential outlier factor', 'Outlier detection', 'Sequential continuity']"
"Paper_58542","monte_carlo studies of bootstrap variability in ROC analysis with data dependency","2","['Bootstrap variability', 'Bootstrap replications', 'ROC analysis', 'Data dependency', 'Large datasets', 'Standard error']"
"Paper_58783","Bayesian_ESTIMATION of the shrinkage parameter in Ridge_Regression","2","['Bayesian estimation', 'linear regression model', 'multicollinearity', 'ridge regression', 'simulations']"
"Paper_58992","Handling missingness value on jointly measured time_course and time_to_event data","39","['Joint modeling', 'longitudinal response', 'missing data', 'multiple imputation', 'survival outcome']"
"Paper_59055","Non_parametric Sampling Approximation via Voronoi Tessellations","3","['Climate Models', 'Non-parametric approximation', 'Parameter estimation', 'Voronoi tessellation', '62', '62F15', '62G09', '62P12', '86-08', '65C40']"
"Paper_59292","Estimation and testing of multivariate random_coefficient autoregressive model based on empirical_likelihood","21","['Empirical likelihood', 'Hypothesis test', 'Multivariate RCAR(1) model']"
"Paper_59388","confidence_interval on Regression model with Censored Data","2","['Bias', 'Bootstrap', 'Censoring', 'Confidence interval', 'Least squares', '62N01', '62F40']"
"Paper_59402","A Parametric Bootstrap Approach for Testing Equality of Inverse Gaussian Means Under Heterogeneity","21","['Generalized p-value', 'Generalized variable', 'Type-I error']"
"Paper_59441","Application of iterative hybrid MI approach to household survey data with complex dependence structures","55","['Complex', 'Household data', 'Hybrid multiple imputation', 'MICS', 'Survey data', 'Word']"
"Paper_59490","Reliable confidence_interval for assessing normal_process incapability","6","['Generalized confidence intervals', 'Process incapability', 'Quality assurance']"
"Paper_59680","Autoregressive_process with Generalized_hyperbolic innovations","10","['Autoregressive model', 'EM-algorithm', 'Generalized-hyperbolic', 'Generalized inverse Gaussian', 'Hierarchical representation']"
"Paper_59694","Almost unbiased_ridge_ESTIMATOR in the gamma regression model","6","['Gamma regression', 'Multicollinearity', 'Almost unbiased gamma ridge regression', 'Monte Carlo simulation']"
"Paper_59749","Optimal confidence_interval for the geometric parameter","18","['Geometric parameter', 'optimal interval estimation', 'tail function', 'prior expected width']"
"Paper_59854","Two_part_model for analysis of Agatston scores with possible proportionality constraints","12","['Agatston score', 'proportionality', 'two-part model']"
"Paper_59890","Statistical inference for the partially_linear single_index model of panel data with serially correlated_error structure","28","['Panel data', 'partially linear single-index model', 'serial correlation']"
"Paper_60007","On Prior_selection and Covariate Shift of _Bayesian Prediction Under _Divergence Risk","4","['-divergence', 'Asymptotic theory', 'Information geometry', 'Jeffreys prior', 'Prior distribution']"
"Paper_60153","Admissible unbiased_ESTIMATION of finite population variance under a randomized response model","1","['Admissibility', 'Finite population variance', 'Probability sampling design', 'Quadratic unbiased estimator', 'Randomized response model', 'Sampling strategy', 'Sensitive character']"
"Paper_60219","Modified Ridge_Regression_ESTIMATOR","25","['Monte Carlo simulation', 'Multicollinearty', 'Ridge regression']"
"Paper_60395","Developing ridge parameter for SUR model","53","['biased estimators', 'generalized least squares', 'Monte Carlo simulations', 'multicollinearity', 'SUR ridge regression']"
"Paper_60416","Transformations for testing the fit of the inverse_Gaussian_distribution","5","[""Rosenblatt's transformation"", 'likelihood principle', 'power']"
"Paper_60529","Estimation in Nonparametric Regression with Non_Regular_errors","6","['Boundary estimation', 'Empirical mid-range', 'Extreme observation', 'Frontier estimation', 'Nonregular error distribution']"
"Paper_60576","empirical_best linear unbiased_predictors in multivariate nested_error regression model","2","['Empirical Bayes method', 'empirical best linear unbiased prediction', 'mean squared error matrix', 'multivariate nested error regression model', 'second-order approximation', 'small area estimation']"
"Paper_60639","One_way ANOVA with Unequal Variances","8","['Actual size', 'Behrens-Fisher problem', 'Generalized p-value', 'Nominal size', 'Power', 'Welch test']"
"Paper_60712","Inference under Heteroscedasticity of Unknown Form Using an Adaptive_ESTIMATOR","13","['Adaptive estimator', 'Estimated weighted least squares', 'HCCME', 'Heteroscedasticity-consistent interval estimator', 'Kernel weighted least squares', 'Null rejection rate', 'Size distortion']"
"Paper_60783","Estimation and simulation of conditional_hazard_function in the quasi_associated framework when the observations are linked via a functional single_index structure","3","['Conditional hazard function', 'functional random variable', 'kernel estimator', 'quasi- association', 'single-functional index model']"
"Paper_60868","On the conditional_distribution of goodness_of_fit tests","11","['conditional distribution', 'goodness-of-fit test']"
"Paper_61063","A Note on the Upper Bound to variance of the Sample Extreme from a Finite Population","2","['Sample spacings', 'Finite population.', 'Hoeffding decomposition', 'Sampling without replacement', 'Order statistic']"
"Paper_61121","On the bias and variance of odds ratio, relative risk and false_discovery proportion","1","['Ratios', 'inverse moments', 'odds ratio', 'relative risk', 'false discovery proportion', 'bias', 'mean and variance formulas']"
"Paper_61123","Stability of sampling proposals for reducible diffusions over large_TIME_intervals","21","['Stability', 'diffusion bridges', 'sampling proposals', 'statistical inference']"
"Paper_61148","The normal tempered stable regression model","2","['Laplace transform', 'method of moments', ""Monte-Carlo's approximation"", 'normal tempered stable model', 'regression model']"
"Paper_61294","Ratio_ and difference_type_ESTIMATOR for estimation finite population variance","1","['Bias', 'finite population variance', 'mean-squared error', 'ratio- and ifference-type estimators', 'study and auxiliary characters']"
"Paper_61332","Finite Population Variance_ESTIMATION in Presence of Measurement_errors","6","['Auxiliary information', 'Measurement errors', 'Regression', 'Semi-partial correlation coefficient']"
"Paper_61498","A new_Test Procedure of Independence in Copula model via chi(2)_Divergence","10","['Asymptotic theory', 'Dependence function', 'Gumbel copula', 'Multivariate rank statistics', 'Pseudo-likelihood', 'Semiparametric estimation']"
"Paper_61624","Testing for structural changes in linear regressions with time_varying variance","1","['U-statistic', 'structural changes', 'time-varying variance', 'bandwidth selection']"
"Paper_61787","Rank repeated measures analysis of covariance","11","['ANCOVA', 'ANOVA-type test', 'GEE', 'generalized estimating equations', 'longitudinal data', 'Wald-type test', '62G08']"
"Paper_62088","Optimal sequential test for_detection of changes under finite measure space for finite sequences of networks","23","['ERGM', 'optimal sequential test', 'finite measure space', 'change-point detection', 'finite sequences of networks']"
"Paper_62236","An Extension of the Epsilon_Skew_normal_distribution","30","['Asymmetry', 'Bimodality', 'Kurtosis', 'Maximum likelihood estimation', 'Non singular information matrix']"
"Paper_62330","Test for high_dimensionsal partially_linear model","28","['B-spline', 'factor model', 'high-dimensional test']"
"Paper_62432","Method of moment_estimation in Linear Regression with_errors in both variable","11","['Linear structural model', 'Errors in variables', 'Regression', 'Method of moments']"
"Paper_62468","A Novel Regression Approach: least_squares Ratio","7","['Estimation', 'Least squares ratio', 'Ordinary least squares', 'Prediction', 'Regression']"
"Paper_62554","parameter_estimation for mixtures of skew Laplace normal_distribution and application in mixture regression model ing","10","['EM algorithm', 'mixture model', 'mixture regression model', 'ML', 'SLN', 'STN', '62F35', '62H12', '65C20', '68U20']"
"Paper_62916","A vectorial notion of skewness and its use in testing for multivariate symmetry","10","['asymptotic distributions', 'multivariate skewness', 'tests for symmetry']"
"Paper_62944","Information matrix for Pareto(IV), Burr, and related_distribution","9","['gamma function', 'information', 'Pareto models', 'polygamma functions']"
"Paper_63060","A new_computational approach test for one_way ANOVA under heteroscedasticity","4","['Computational approach test', 'One-way ANOVA', 'Heteroscedasticity']"
"Paper_63062","small_area_ESTIMATION under a multivariate linear model for repeated measures data","5","['Maximum likelihood', 'multivariate linear model', 'prediction of random effects', 'repeated measures data', 'small area estimation', '62F10', '62H12', '62D05']"
"Paper_63204","Gamma_Generalized_Inverse Gaussian Class of distribution with Applications","8","['Claim amount', 'Covariable', 'Credibility', 'Fit', 'Gamma distribution', 'Generalized inverse Gaussian distribution', 'Posterior distribution', '62E10', '62F10']"
"Paper_63218","A Clustering Method for Categorical Ordinal Data","10","['Bonferroni-Holm procedure', 'Cluster tree', 'Multinomial distribution', 'Neighbourhood', 'Threshold']"
"Paper_63428","On Bayes Linear Unbiased_Estimator Under the Balanced Loss Function","3","['balanced loss function', 'Bayes linear unbiased estimator', 'linear model', 'mean square error matrix criterion', 'Pitman closeness criterion']"
"Paper_63530","Inference on volatility_curve at high_frequencies via functional data analysis","24","['Spot volatility', 'B-splines', 'functional data analysis', 'Karhunen–', 'Loè', 've expansion']"
"Paper_63548","Asymptotic normality of a conditional_hazard_function estimation in the single index for quasi_associated data","1","['Asymptotic normality', 'conditional hazard function', 'nonparametric kernel estimation', 'quasiassociation', 'single-functional index model']"
"Paper_63583","A study on the chain ratio_ratio_type exponential_ESTIMATOR for finite population variance","7","['Auxiliary variable', 'study variable', 'finite population variance', 'bias', 'mean squared error', 'efficiency']"
"Paper_63610","Bayesian approach to epsilon_skew_normal family","15","['Bayes estimates', 'Epsilon skew normal', 'Frequentist risk', 'Jeffreys prior', 'Skewness']"
"Paper_63664","Seemingly Unrelated Ridge_Regression in Semiparametric model","8","['Feasible ridge estimator', 'Kernel smoothing', 'Linear restrictions', 'Multicollinearity', 'Seemingly unrelated semiparametric model']"
"Paper_63705","The superiorities of Bayes linear minimum risk_ESTIMATION in linear model","22","['Bayes linear minimum risk estimator', 'least square estimator', 'linear model', 'mean square error matrix criterion', 'Pitman closeness criterion']"
"Paper_63737","estimation parameter in autoregressive model in non_normal situations: Asymmetric innovations","14","['autoregression', 'skewness', 'maximum likelihood', 'modified maximum likelihood', 'least squares', 'robustness', 'chisquare', 'generalized logistic', 'autocorrelation']"
"Paper_63884","Bayesian non_homogeneous cumulative probability_model for ordinal data from_designed experiments","22","['Bayesian estimation', 'Gaussian process', 'ordinal response']"
"Paper_63912","least_squares orthogonal polynomial regression_ESTIMATION for irregular_design","34","['Consistent estimator', 'convergence rate', 'least squares method', 'orthogonal', 'polynomials', 'polynomial approximation', 'regression function']"
"Paper_63950","The_distribution of the Liu_type_ESTIMATOR of the biasing parameter in elliptically contoured model","3","['Elliptically contoured distribution', 'Liu estimator', 'Multicollinearity', 'Ridge regression', 'Shrinkage estimator', 'Primary 62G08', '62G05', 'Secondary 62G20', '62J07']"
"Paper_64237","Two_Piece location_scale_distribution based on scale mixtures of normal family","33","['ECME algorithm', 'Kurtosis', 'Maximum likelihood estimates', 'Scale mixtures of normal family', 'Skewness', 'Stochastic representation', 'Two-piece distributions']"
"Paper_64252","Some Skew_Symmetric_distribution Which Include the Bimodal Ones","4","['Skew-symmetric', 'Gaussian', 'Skew-normal', 'M-Wright', 'Mittag-Leffler', 'Skew-Laplace', 'Airy']"
"Paper_64600","Semiparametric Analysis of Isotonic_errors_in_variable Regression model with Missing Response","9","['Estimation', 'Isotonic regression', 'Measurement errors', 'Missing', 'Semiparametric']"
"Paper_64692","The_effect of measurement_error on the_process incapability index","3","['Process incapability index', 'Measurement error', 'Mean square error']"
"Paper_64888","general_multi_level model ing with sampling weights","169","['informative selection', 'multi-level mixture models', 'multi-level models', 'multi-level pseudo maximum likelihood', 'sampling weights', 'weights scaling']"
"Paper_64961","Weighted multivariate test of independence","8","['copulas', 'Cramer-von Mises statistics', 'empirical processes', 'Gaussian processes', 'tests of independence']"
"Paper_65268","Bayesian model_selection in ordinal quantile regression","14","['Bayesian inference', 'MCMC', 'Quantile regression', 'Ordinal models', 'SSVS']"
"Paper_65272","Asymmetry in tail dependence in equity portfolios","20","['Multivariate noncentral t distribution', 'Tail dependence', 'Stock return asymmetry']"
"Paper_65275","Clustering with the multivariate normal inverse Gaussian_distribution","43","['Model-based clustering', 'Multivariate normal inverse Gaussian distribution', 'mclust', 'Information metrics', 'Kolmogorov-Smirnov goodness of fit']"
"Paper_65289","Bayesian semiparametric analysis of short_ and long_term hazard ratios with covariates","11","['Bayesian nonparametrics', 'Crossing hazards', 'Increasing additive process', 'Levy-driven process', 'Latent variables', 'Survival analysis']"
"Paper_65315","An active set algorithm to estimation parameter in generalized_linear_modelwith ordered predictors","9","['Ordered explanatory variable', 'Constrained estimation', 'Least-squares', 'Logistic regression', 'Cox regression', 'Active set algorithm', 'Likelihood ratio test under linear constraints']"
"Paper_65373","A beyond multiple robust approach for missing response problem","1","['Model misspecification', 'Curse of dimension', 'Inverse probability weight', 'Imputation']"
"Paper_65422","Multivariate zero_inflated model ing with Latent_predictors: model ing feedback behavior","9","['Feedback behavior', 'Latent predictors', 'Multivariate zero-inflated count data', 'Item response times', 'Poisson-log normal model', 'Poisson-Gamma model']"
"Paper_65462","Sharp quadratic majorization in one dimensions","29","[]"
"Paper_65469","A parametric bootstrap approach for ANOVA with unequal variances: Fixed and random_models","100","['fixed effects', 'generalized F test', 'generalized p-value', 'inter-laboratory studies', 'random effects', 'welch test']"
"Paper_65471","Extending a global_sensitivity analysis technique to model with correlated parameter","88","['correlation', 'FAST', 'sensitivity analysis', 'uncertainty analysis']"
"Paper_65524","robust feature screening for ultra_high dimensionsal right censored data via distance correlation","19","['Distance correlation', 'Right censored data', 'Robust feature screening', 'Sure screening property']"
"Paper_65537","Simplicial principal_component analysis for density functions in Bayes spaces","35","['Compositional data', 'Bayes spaces', 'Centred log-ratio transformation', 'Functional principal component analysis']"
"Paper_65656","two_sample test for high_dimensional autocovariances","1","['High-dimensional time series', 'Autocovariances', 'Block multiplier bootstrap', 'Dynamic factor models', 'Principal components', 'Hypothesis tests']"
"Paper_65660","Wild bootstrap logrank test with broader power functions for testing superiority","6","['Right censoring', 'Weighted logrank test', 'Local alternatives', 'Ordered alternatives', 'Two-sample survival model', 'Wild bootstrap']"
"Paper_65683","Flexible_ESTIMATION in cure survival_model using Bayesian P_splines","17","['Bayesian P-splines', 'Cox model', 'Cure fraction', 'Promotion time model', 'Survival analysis']"
